"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","prediction"
"15095",50,"blue-collar","married","unknown","unknown","no","no","cellular","jul","thu","nonexistent",1275,1,999,0,1.4,93.918,-42.7,4.958,5228.1,1,0.963056461727902
"15102",50,"blue-collar","married","unknown","unknown","no","no","cellular","jul","thu","nonexistent",114,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.44824377734274
"15106",24,"admin.","single","high.school","unknown","unknown","unknown","cellular","jul","thu","nonexistent",84,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.577339244275
"15113",24,"admin.","single","high.school","unknown","yes","no","cellular","jul","thu","nonexistent",421,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.91845187895332
"15115",32,"technician","married","university.degree","no","yes","no","cellular","jul","thu","nonexistent",80,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.00461828332881
"15118",39,"housemaid","divorced","basic.9y","no","yes","no","cellular","jul","thu","nonexistent",105,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.28451218066543
"15119",29,"unemployed","married","university.degree","no","no","no","cellular","jul","thu","nonexistent",509,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.99357690779455
"15124",41,"entrepreneur","divorced","basic.9y","no","yes","no","cellular","jul","thu","nonexistent",179,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.9096144182656
"15125",34,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","thu","nonexistent",195,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.41092795711818
"15129",39,"housemaid","divorced","basic.9y","no","no","no","cellular","jul","thu","nonexistent",926,1,999,0,1.4,93.918,-42.7,4.958,5228.1,1,-0.46863380404109
"15132",58,"retired","married","high.school","no","yes","no","cellular","jul","thu","nonexistent",232,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.14442629235678
"15134",33,"technician","divorced","university.degree","no","yes","yes","cellular","jul","thu","nonexistent",260,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.16503421914528
"15136",24,"admin.","single","high.school","unknown","yes","no","cellular","jul","thu","nonexistent",470,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.69006797566782
"15137",35,"self-employed","married","university.degree","no","no","no","cellular","jul","thu","nonexistent",109,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.0853659852613
"15138",27,"student","single","university.degree","no","yes","no","cellular","jul","thu","nonexistent",172,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.22848377799711
"15144",45,"services","married","basic.9y","unknown","yes","yes","cellular","jul","thu","nonexistent",270,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.87605708504726
"15147",49,"technician","divorced","high.school","no","no","no","cellular","jul","thu","nonexistent",123,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.93233432265838
"15153",29,"technician","married","high.school","unknown","no","no","cellular","jul","thu","nonexistent",321,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.39093330442525
"15160",26,"admin.","single","university.degree","no","yes","yes","cellular","jul","thu","nonexistent",22,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.30217915436604
"15166",50,"technician","married","professional.course","no","no","no","cellular","jul","thu","nonexistent",683,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.32716828861045
"15169",23,"management","single","university.degree","no","yes","yes","cellular","jul","thu","nonexistent",804,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-0.728414136738124
"15178",57,"entrepreneur","married","unknown","unknown","no","no","cellular","jul","thu","nonexistent",384,4,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.26875762374898
"15187",42,"entrepreneur","married","basic.4y","unknown","yes","no","telephone","jul","thu","nonexistent",485,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.51431155578216
"15191",49,"blue-collar","single","basic.6y","unknown","yes","no","cellular","jul","thu","nonexistent",626,3,999,0,1.4,93.918,-42.7,4.958,5228.1,1,-2.17419662340693
"15194",55,"housemaid","divorced","unknown","unknown","no","no","cellular","jul","thu","nonexistent",139,5,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.46373651752937
"15197",23,"management","single","university.degree","no","no","no","cellular","jul","thu","nonexistent",271,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.1587865699462
"15202",28,"services","single","basic.9y","no","yes","no","cellular","jul","thu","nonexistent",277,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.46820156641813
"15203",31,"self-employed","unknown","professional.course","no","no","yes","cellular","jul","thu","nonexistent",383,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.35547446878824
"15217",28,"blue-collar","single","unknown","no","yes","no","cellular","jul","thu","nonexistent",25,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.4632170553803
"15218",56,"admin.","divorced","basic.6y","no","no","no","cellular","jul","thu","nonexistent",614,5,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.81111147353012
"15219",28,"blue-collar","single","unknown","no","no","no","cellular","jul","thu","nonexistent",437,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.55364513679204
"15230",44,"blue-collar","married","basic.6y","unknown","no","no","telephone","jul","thu","nonexistent",304,4,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.40599621377093
"15233",50,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","thu","nonexistent",125,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.42958733080609
"15235",25,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","thu","nonexistent",59,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.90922743532782
"15237",41,"technician","married","professional.course","no","yes","no","cellular","jul","thu","nonexistent",410,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.646892373162
"15241",46,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","thu","nonexistent",111,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.68564602786064
"15247",25,"admin.","single","university.degree","no","yes","no","cellular","jul","thu","nonexistent",174,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.57408303255774
"15249",35,"blue-collar","married","basic.9y","no","no","no","telephone","jul","thu","nonexistent",46,6,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-5.44219543496858
"15255",32,"management","single","university.degree","no","no","no","cellular","jul","thu","nonexistent",654,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.31564669959464
"15259",42,"self-employed","single","professional.course","no","yes","no","telephone","jul","thu","nonexistent",171,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.48848033379299
"15266",57,"technician","married","basic.9y","unknown","yes","yes","cellular","jul","thu","nonexistent",155,6,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.4931209182523
"15272",30,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","thu","nonexistent",903,4,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.12554946251221
"15276",49,"technician","divorced","high.school","no","yes","no","cellular","jul","thu","nonexistent",395,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-2.69718402392759
"15280",36,"technician","single","professional.course","no","yes","no","cellular","jul","thu","nonexistent",230,5,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.52753392083495
"15284",24,"admin.","single","high.school","unknown","no","no","cellular","jul","thu","nonexistent",320,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-3.44325023759164
"15297",32,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","thu","nonexistent",740,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.77678745272262
"15302",39,"admin.","married","high.school","unknown","no","yes","cellular","jul","thu","nonexistent",134,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-4.40344239149825
"15303",25,"blue-collar","married","basic.4y","no","no","no","cellular","jul","thu","nonexistent",735,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0,-1.439625841584
"15305",41,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","fri","nonexistent",138,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.2630655214735
"15312",37,"technician","married","professional.course","no","yes","no","cellular","jul","fri","nonexistent",74,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.34052177881134
"15325",46,"admin.","single","university.degree","no","no","no","cellular","jul","fri","nonexistent",142,10,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.08070646398244
"15335",48,"admin.","married","high.school","no","no","no","cellular","jul","fri","nonexistent",145,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.93537545746077
"15339",30,"technician","married","professional.course","no","yes","yes","cellular","jul","fri","nonexistent",292,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.27047939813801
"15344",28,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","fri","nonexistent",103,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.36950273729125
"15346",57,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","fri","nonexistent",572,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-2.41428805176583
"15350",35,"admin.","single","university.degree","no","no","no","cellular","jul","fri","nonexistent",91,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.94638607148915
"15351",42,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","fri","nonexistent",304,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.78466472790402
"15352",35,"admin.","single","university.degree","no","yes","no","cellular","jul","fri","nonexistent",199,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.4322920776599
"15354",31,"admin.","single","basic.9y","no","no","no","cellular","jul","fri","nonexistent",978,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-0.0877494591625023
"15355",32,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","fri","nonexistent",144,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.50043681332424
"15356",32,"blue-collar","single","basic.9y","unknown","unknown","unknown","cellular","jul","fri","nonexistent",240,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.14115621695979
"15359",32,"blue-collar","single","basic.9y","unknown","no","no","cellular","jul","fri","nonexistent",316,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.70947993123634
"15360",32,"services","married","high.school","no","yes","no","cellular","jul","fri","nonexistent",91,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.2691597411008
"15361",27,"admin.","single","university.degree","no","no","no","cellular","jul","fri","nonexistent",149,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.68910838987205
"15362",33,"management","single","university.degree","no","yes","no","cellular","jul","fri","nonexistent",72,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.050319088378
"15365",29,"management","single","basic.9y","no","yes","no","cellular","jul","fri","nonexistent",135,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.03226076803603
"15367",56,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri","nonexistent",383,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-2.65816200280887
"15375",37,"entrepreneur","single","professional.course","no","no","no","cellular","jul","fri","nonexistent",274,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.54157315784636
"15378",43,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri","nonexistent",226,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.78154504057267
"15381",46,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","fri","nonexistent",111,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.67669532951977
"15384",46,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","fri","nonexistent",277,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.89226936853627
"15387",36,"admin.","married","professional.course","no","no","no","cellular","jul","fri","nonexistent",262,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.35260620341109
"15388",30,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","fri","nonexistent",474,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-2.9578459745776
"15392",26,"blue-collar","single","high.school","no","yes","no","cellular","jul","fri","nonexistent",115,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.16987435107072
"15409",38,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri","nonexistent",286,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.52076743731238
"15411",38,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri","nonexistent",610,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-2.01063713803686
"15415",34,"admin.","single","high.school","no","yes","no","cellular","jul","fri","nonexistent",108,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.02348581292313
"15419",41,"self-employed","married","basic.9y","unknown","no","no","cellular","jul","fri","nonexistent",119,4,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.74761646120894
"15420",44,"services","divorced","high.school","no","no","no","cellular","jul","fri","nonexistent",238,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.59821174821665
"15425",33,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","fri","nonexistent",63,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.86857886750804
"15428",35,"blue-collar","single","basic.4y","no","no","no","cellular","jul","fri","nonexistent",308,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.39475057722513
"15433",42,"admin.","married","university.degree","no","no","no","cellular","jul","fri","nonexistent",147,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.7270933280378
"15435",57,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","fri","nonexistent",168,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.41163782635167
"15446",36,"management","single","university.degree","no","yes","no","cellular","jul","fri","nonexistent",381,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-2.60520687180733
"15451",32,"services","single","professional.course","no","yes","no","cellular","jul","fri","nonexistent",671,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-1.45567428591949
"15453",45,"housemaid","divorced","basic.4y","unknown","no","no","cellular","jul","fri","nonexistent",420,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-3.20496177717238
"15455",25,"entrepreneur","single","basic.9y","no","no","no","cellular","jul","fri","nonexistent",130,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.17632684565155
"15457",37,"entrepreneur","married","basic.9y","unknown","yes","no","cellular","jul","fri","nonexistent",658,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-2.15343426883573
"15458",30,"admin.","married","high.school","no","yes","no","cellular","jul","fri","nonexistent",362,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-2.94261594367965
"15464",49,"services","divorced","basic.6y","unknown","yes","yes","cellular","jul","fri","nonexistent",112,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.6025006976949
"15466",31,"admin.","single","university.degree","no","yes","yes","cellular","jul","fri","nonexistent",111,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.91358042156924
"15468",25,"services","single","high.school","no","yes","no","cellular","jul","fri","nonexistent",259,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.48774242052549
"15472",35,"technician","married","university.degree","no","no","no","cellular","jul","fri","nonexistent",187,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.5027735848758
"15475",57,"retired","divorced","basic.4y","unknown","no","no","cellular","jul","fri","nonexistent",655,4,999,0,1.4,93.918,-42.7,4.957,5228.1,1,-1.78628138264447
"15476",59,"management","married","basic.9y","unknown","yes","no","cellular","jul","fri","nonexistent",142,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.37570944786152
"15477",35,"technician","married","university.degree","no","no","no","cellular","jul","fri","nonexistent",642,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-1.38206591151047
"15482",60,"admin.","divorced","high.school","no","yes","no","cellular","jul","fri","nonexistent",144,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.84614434219635
"15488",43,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri","nonexistent",83,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.49138380319452
"15496",27,"technician","single","basic.9y","unknown","no","no","cellular","jul","fri","nonexistent",171,7,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.43818566972627
"15502",38,"entrepreneur","married","basic.9y","no","yes","no","cellular","jul","fri","nonexistent",215,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-3.88802145048019
"15506",29,"management","single","basic.9y","no","no","no","cellular","jul","fri","nonexistent",652,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-1.67662540768587
"15509",38,"entrepreneur","married","basic.9y","no","no","no","cellular","jul","fri","nonexistent",102,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.38208928752946
"15511",30,"admin.","married","high.school","unknown","no","no","cellular","jul","fri","nonexistent",225,7,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.18041769553191
"15514",33,"entrepreneur","married","basic.6y","no","yes","no","cellular","jul","fri","nonexistent",168,7,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-4.18433573385665
"15517",38,"entrepreneur","married","basic.9y","no","no","yes","telephone","jul","fri","nonexistent",129,4,999,0,1.4,93.918,-42.7,4.957,5228.1,0,-5.02315308267152
